"","code_spygen","code_explo","rep","date","station","site","region","country","project","sample_type","sample_method","time_start","time_end","duration_min","volume","depth","temperature","turbidity","habitat","gps_start","latitude_start","longitude_start","gps_b","lat_gps_b","long_gps_b","gps_c","lat_gps_c","long_gps_c","gps_d","lat_gps_d","long_gps_d","gps_half_turn","latitude_turn","longitude_turn","gps_end","latitude_end","longitude_end","filter","data_manager","gps_owner","comment","longitude_start_clean","latitude_start_clean","dist_to_coast (m)"
"455","SPY180971","LENG018",2,"31/10/2017","LENG018","triton_bay","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","16:30",NA,NA,2,"80",NA,NA,"marine",NA,"-03.90609","134.03523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.03523","-03.90609",654
"456","SPY180991","LENG019",1,"31/10/2017","LENG019","triton_bay","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","17:00",NA,NA,2,"0",NA,NA,"marine",NA,"-03.90622","134.03543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.03543","-03.90622",642
"457","SPY181040","LENG019",2,"31/10/2017","LENG019","triton_bay","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","17:00",NA,NA,2,"0",NA,NA,"marine",NA,"-03.90622","134.03543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.03543","-03.90622",642
"458","SPY180185","LENG020",1,"01/11/2017","LENG020","triton_bay","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","09:50",NA,NA,2,"0",NA,NA,"marine",NA,"-03.90981","134.07770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.07770","-03.90981",385
"459","SPY180186","LENG020",2,"01/11/2017","LENG020","triton_bay","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","09:50",NA,NA,1.9,"0",NA,NA,"marine",NA,"-03.90981","134.07770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.07770","-03.90981",385
"460","SPY180990","LENG021",1,"01/11/2017","LENG021","triton_bay","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","10:30",NA,NA,2,"80",NA,NA,"marine",NA,"-03.90956","134.07967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.07967","-03.90956",382
"461","SPY181008","LENG021",2,"01/11/2017","LENG021","triton_bay","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","10:30",NA,NA,2,"80",NA,NA,"marine",NA,"-03.90956","134.07967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.07967","-03.90956",382
"462","SPY181054","LENG022",1,"01/11/2017","LENG022","triton_bay","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","10:30",NA,NA,2,"25",NA,NA,"marine",NA,"-03.90956","134.07967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.07967","-03.90956",382
"463","SPY180992","LENG022",2,"01/11/2017","LENG022","triton_bay","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","10:30",NA,NA,2,"25",NA,NA,"marine",NA,"-03.90956","134.07967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.07967","-03.90956",382
"464","SPY180170","LENG023",1,"03/11/2017","LENG023","lengguru_river","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","13:25",NA,NA,5,"0",NA,NA,"river",NA,"-03.72099","134.09822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,"JB Juhel",NA,NA,"134.09822","-03.72099",10
"465","SPY180171","LENG023",2,"03/11/2017","LENG023","lengguru_river","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","13:40",NA,NA,5,"0",NA,NA,"river",NA,"-03.72398","134.10167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,"JB Juhel",NA,NA,"134.10167","-03.72398",10
"466","SPY181053","LENG024",1,"03/11/2017","LENG024","triton_bay","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","17:30",NA,NA,2,"70",NA,NA,"marine",NA,"-03.79458","134.12033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.12033","-03.79458",481
"467","SPY180988","LENG024",2,"03/11/2017","LENG024","triton_bay","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","17:30",NA,NA,2,"70",NA,NA,"marine",NA,"-03.79458","134.12033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.12033","-03.79458",481
"468","SPY181055","LENG025",1,"03/11/2017","LENG025","triton_bay","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","18:00",NA,NA,2,"0",NA,NA,"marine",NA,"-03.79458","134.12033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.12033","-03.79458",481
"469","SPY180975","LENG025",2,"03/11/2017","LENG025","triton_bay","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","18:00",NA,NA,2,"0",NA,NA,"marine",NA,"-03.79458","134.12033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.12033","-03.79458",481
"470","SPY180972","LENG026",1,"04/11/2017","LENG026","lobo","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","08:14",NA,NA,2,"3",NA,NA,"resurgence",NA,"-03.77847","134.16130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.16130","-03.77847",155
"471","SPY181000","LENG026",2,"04/11/2017","LENG026","lobo","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","08:14",NA,NA,2,"3",NA,NA,"resurgence",NA,"-03.77847","134.16130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.16130","-03.77847",155
"472","SPY180981","LENG027",1,"04/11/2017","LENG027","lobo","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","09:00",NA,NA,2,"0",NA,NA,"marine",NA,"-03.77903","134.16254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.16254","-03.77903",110
"473","SPY181046","LENG027",2,"04/11/2017","LENG027","lobo","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","09:00",NA,NA,2,"0",NA,NA,"marine",NA,"-03.77903","134.16254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.16254","-03.77903",110
"474","SPY181041","LENG028",1,"04/11/2017","LENG028","lobo","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","09:00",NA,NA,2,"50",NA,NA,"marine",NA,"-03.83190","134.09264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.09264","-03.83190",1060
"475","SPY180989","LENG028",2,"04/11/2017","LENG028","lobo","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","09:00",NA,NA,2,"50",NA,NA,"marine",NA,"-03.83190","134.09264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.09264","-03.83190",1060
"476","SPY180999","LENG029",1,"04/11/2017","LENG029","lobo","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","12:00",NA,NA,2,"0",NA,NA,"marine",NA,"-03.83190","134.09264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.09264","-03.83190",1060
"477","SPY180993","LENG029",2,"04/11/2017","LENG029","lobo","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","12:00",NA,NA,2,"0",NA,NA,"marine",NA,"-03.83190","134.09264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.09264","-03.83190",1060
"478","SPY181033","LENG030",1,"07/11/2017","LENG030","pulau_aiduma","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","09:45",NA,NA,2,"0",NA,NA,"marine",NA,"-04.01173","134.20171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.20171","-04.01173",10
"479","SPY181031","LENG030",2,"07/11/2017","LENG030","pulau_aiduma","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","09:45",NA,NA,2,"0",NA,NA,"marine",NA,"-04.01173","134.20171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.20171","-04.01173",10
"480","SPY181061","LENG031",1,"07/11/2017","LENG031","pulau_aiduma","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","11:00",NA,NA,2,"93",NA,NA,"marine",NA,"-04.01173","134.20171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.20171","-04.01173",10
"481","SPY181051","LENG031",2,"07/11/2017","LENG031","pulau_aiduma","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","11:00",NA,NA,2,"93",NA,NA,"marine",NA,"-04.01173","134.20171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.20171","-04.01173",10
"482","SPY181064","LENG032",1,"07/11/2017","LENG032","pulau_aiduma","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","11:00",NA,NA,2,"25",NA,NA,"marine",NA,"-04.01173","134.20171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.20171","-04.01173",10
"483","SPY180986","LENG032",2,"07/11/2017","LENG032","pulau_aiduma","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","11:00",NA,NA,2,"25",NA,NA,"marine",NA,"-04.01173","134.20171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.20171","-04.01173",10
"484","SPY181048","LENG033",1,"08/11/2017","LENG033","tanjung_boi","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","10:45",NA,NA,2,"0",NA,NA,"marine",NA,"-04.03573","134.48901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.48901","-04.03573",1413
"485","SPY181006","LENG033",2,"08/11/2017","LENG033","tanjung_boi","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","10:45",NA,NA,2,"0",NA,NA,"marine",NA,"-04.03573","134.48901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.48901","-04.03573",1413
"486","SPY180982","LENG034",1,"08/11/2017","LENG034","tanjung_boi","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","12:30",NA,NA,2,"80",NA,NA,"marine",NA,"-04.03573","134.48901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.48901","-04.03573",1413
"487","SPY181038","LENG034",2,"08/11/2017","LENG034","tanjung_boi","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","12:30",NA,NA,2,"80",NA,NA,"marine",NA,"-04.03573","134.48901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.48901","-04.03573",1413
"488","SPY180985","LENG035",1,"08/11/2017","LENG035","tanjung_boi","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","12:30",NA,NA,2,"33",NA,NA,"marine",NA,"-04.03573","134.48901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.48901","-04.03573",1413
"489","SPY181035","LENG035",2,"08/11/2017","LENG035","tanjung_boi","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","12:30",NA,NA,2,"33",NA,NA,"marine",NA,"-04.03573","134.48901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.48901","-04.03573",1413
"490","SPY180172","LENG036",1,"09/11/2017","LENG036","etna_bay","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","08:20",NA,NA,5,"0",NA,NA,"estuary",NA,"-03.93996","134.74069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,"JB Juhel",NA,NA,"134.74069","-03.93996",147
"491","SPY180173","LENG036",2,"09/11/2017","LENG036","etna_bay","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","08:58",NA,NA,5,"0",NA,NA,"estuary",NA,"-03.94102","134.74156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,"JB Juhel",NA,NA,"134.74156","-03.94102",29
"492","SPY181062","LENG037",1,"09/11/2017","LENG037","pulau_aiduma_ext","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","14:50",NA,NA,2,"0",NA,NA,"marine",NA,"-04.03521","134.28719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.28719","-04.03521",1036
"493","SPY181063","LENG037",2,"09/11/2017","LENG037","pulau_aiduma_ext","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","14:50",NA,NA,2,"0",NA,NA,"marine",NA,"-04.03521","134.28719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.28719","-04.03521",1036
"494","SPY181011","LENG038",1,"09/11/2017","LENG038","pulau_aiduma_ext","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","15:30",NA,NA,2,"70",NA,NA,"marine",NA,"-04.03521","134.28719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.28719","-04.03521",1036
"495","SPY181058","LENG038",2,"09/11/2017","LENG038","pulau_aiduma_ext","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","15:30",NA,NA,2,"70",NA,NA,"marine",NA,"-04.03521","134.28719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.28719","-04.03521",1036
"496","SPY181002","LENG039",1,"09/11/2017","LENG039","pulau_aiduma_ext","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","15:30",NA,NA,2,"31",NA,NA,"marine",NA,"-04.03521","134.28719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.28719","-04.03521",1036
"497","SPY181043","LENG039",2,"09/11/2017","LENG039","pulau_aiduma_ext","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","15:30",NA,NA,2,"31",NA,NA,"marine",NA,"-04.03521","134.28719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.28719","-04.03521",1036
"498","SPY180983","LENG040",1,"11/11/2017","LENG040","kamaka_lake","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","08:53",NA,NA,2,"0",NA,NA,"lake",NA,"-03.77537","134.20151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.20151","-03.77537",10
"499","SPY181039","LENG040",2,"11/11/2017","LENG040","kamaka_lake","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","08:53",NA,NA,2,"0",NA,NA,"lake",NA,"-03.77537","134.20151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"134.20151","-03.77537",10
"500","SPY181037","LENG041",1,"13/11/2017","LENG041","nusa_ulan_river","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","10:37",NA,NA,0.8,"0",NA,NA,"river",NA,"-04.06772","133.03728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,"River estuary (freshwater - to concentrate to filtrate 2L) ","133.03728","-04.06772",430
"501","SPY180987","LENG041",2,"13/11/2017","LENG041","nusa_ulan_river","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","10:37",NA,NA,0.8,"0",NA,NA,"river",NA,"-04.06772","133.03728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"133.03728","-04.06772",430
"502","SPY181007","LENG042",1,"13/11/2017","LENG042","nusa_ulan_river","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","10:55",NA,NA,0.8,"0",NA,NA,"river",NA,"-04.06683","133.03258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,"River cascade (freshwater - to concentrate to filtrate 2L) ","133.03258","-04.06683",116
"503","SPY181036","LENG042",2,"13/11/2017","LENG042","nusa_ulan_river","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","10:55",NA,NA,0.8,"0",NA,NA,"river",NA,"-04.06683","133.03258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"133.03258","-04.06683",116
"504","SPY180174","LENG043",1,"13/11/2017","LENG043","nusa_ulan_river","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","10:37",NA,NA,5,"0",NA,NA,"river",NA,"-04.06683","133.03258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,"JB Juhel",NA,"replicate LENG042","133.03258","-04.06683",116
"505","SPY180175","LENG044",1,"13/11/2017","LENG044","nusa_ulan_river","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","15:24",NA,NA,5,"0",NA,NA,"river",NA,"-04.06837","133.03748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,"JB Juhel",NA,"replicate LENG041","133.03748","-04.06837",502
"506","SPY181003","LENG045",1,"14/11/2017","LENG045","kitikiti","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","11:50",NA,NA,2,"0",NA,NA,"marine",NA,"-03.93609","132.80188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.80188","-03.93609",10
"507","SPY181045","LENG045",1,"14/11/2017","LENG045","kitikiti","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","11:50",NA,NA,2,"0",NA,NA,"marine",NA,"-03.93609","132.80188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.80188","-03.93609",10
"508","SPY180974","LENG046",2,"14/11/2017","LENG046","kitikiti","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","12:30",NA,NA,2,"70",NA,NA,"marine",NA,"-03.93609","132.80188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.80188","-03.93609",10
"509","SPY180187","LENG046",1,"14/11/2017","LENG046","kitikiti","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","12:30",NA,NA,1.1,"70",NA,NA,"marine",NA,"-03.93609","132.80188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.80188","-03.93609",10
"510","SPY180976","LENG046",3,"15/11/2017","LENG046","kitikiti","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","11:20",NA,NA,2,"70",NA,NA,"marine",NA,"-03.93609","132.80188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,"replicate LENG046 done the day after to complete the missing volume","132.80188","-03.93609",10
"511","SPY181001","LENG047",1,"14/11/2017","LENG047","kitikiti","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","13:00",NA,NA,2,"30",NA,NA,"marine",NA,"-03.93609","132.80188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.80188","-03.93609",10
"512","SPY181010","LENG047",2,"14/11/2017","LENG047","kitikiti","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","13:00",NA,NA,2,"30",NA,NA,"marine",NA,"-03.93609","132.80188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.80188","-03.93609",10
"513","SPY180995","LENG048",1,"15/11/2017","LENG048","kitikiti","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","11:40",NA,NA,2,"120",NA,NA,"marine",NA,"-03.93424","132.78685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.78685","-03.93424",92
"514","SPY180980","LENG048_temoin",1,NA,"LENG048_temoin",NA,"Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JB Juhel",NA,"control - successive filtration",NA,NA,NA
"515","SPY181042","LENG048",2,"15/11/2017","LENG048","kitikiti","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","11:40",NA,NA,2,"120",NA,NA,"marine",NA,"-03.93424","132.78685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.78685","-03.93424",92
"516","SPY181009","LENG048_temoin",2,NA,"LENG048_temoin",NA,"Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JB Juhel",NA,"control - successive filtration",NA,NA,NA
"517","SPY180979","LENG049",1,"16/11/2017","LENG049","kitikiti","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","08:49",NA,NA,2,"270",NA,NA,"marine",NA,"-03.93543","132.76505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.76505","-03.93543",2385
"518","SPY180996","LENG049",2,"16/11/2017","LENG049","kitikiti","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","08:49",NA,NA,2,"270",NA,NA,"marine",NA,"-03.93543","132.76505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.76505","-03.93543",2385
"519","SPY180188","LENG050",1,"16/11/2017","LENG050","kitikiti_lake","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","15:46",NA,NA,2,"0",NA,NA,"lake",NA,"-03.92841","132.82257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.82257","-03.92841",320
"520","SPY180189","LENG050",2,"16/11/2017","LENG050","kitikiti_lake","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","15:46",NA,NA,2,"0",NA,NA,"lake",NA,"-03.92841","132.82257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.82257","-03.92841",320
"521","SPY180176","LENG051",1,"18/11/2017","LENG051","arguni_bay","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","10:15",NA,NA,5,"0",31.3,NA,"estuary",NA,"-03.22096","133.67038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,"JB Juhel",NA,"3h before conservation buffer","133.67038","-03.22096",210
"522","SPY180177","LENG051",2,"18/11/2017","LENG051","arguni_bay","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","10:15",NA,NA,5,"0",31.3,NA,"estuary",NA,"-03.22096","133.67038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,"JB Juhel",NA,"3h before conservation buffer","133.67038","-03.22096",210
"523","SPY180178","LENG052",1,"18/11/2017","LENG052","arguni_bay","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","11:56",NA,NA,5,"0",31.7,NA,"estuary",NA,"-03.30699","133.66507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,"JB Juhel",NA,"3h before conservation buffer","133.66507","-03.30699",16
"524","SPY180179","LENG052",2,"18/11/2017","LENG052","arguni_bay","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","11:56",NA,NA,5,"0",31.7,NA,"estuary",NA,"-03.30699","133.66507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,"JB Juhel",NA,"3h before conservation buffer","133.66507","-03.30699",16
"525","SPY181005","LENG053",1,"21/11/2017","LENG053","cap_west","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","13:55",NA,NA,2,"85",NA,NA,"marine",NA,"-02.99063","131.93184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,"sampling from the Airaha","131.93184","-02.99063",6653
"526","SPY180973","LENG053",2,"21/11/2017","LENG053","cap_west","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","13:55",NA,NA,2,"85",NA,NA,"marine",NA,"-02.99063","131.93184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,"sampling from the Airaha","131.93184","-02.99063",6653
"527","SPY181004","LENG054",1,"21/11/2017","LENG054","cap_west","Central_Indo_Pacific","Indonesia","lengguru","point","bag_underwater","14:30",NA,NA,2,"0",NA,NA,"marine",NA,"-03.00112","131.93817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"131.93817","-03.00112",7197
